,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
24,0.2,0.4,0.266667,0.266667,0.133333,0.4,0.4,0.266667,0.266667,0.933333,0.533333,0.8,0.066667,0.4,0.066667,0.4,J
25,0.4,0.733333,0.466667,0.533333,0.2,0.466667,0.533333,0.466667,0.733333,0.266667,0.466667,0.933333,0.066667,0.466667,0.266667,0.533333,C
26,0.466667,0.733333,0.733333,0.533333,0.6,0.2,0.533333,0.266667,0.333333,0.666667,0.733333,0.666667,0.666667,0.6,0.333333,0.466667,M
27,0.8,0.933333,0.8,0.533333,0.333333,0.6,0.666667,0.266667,0.2,0.333333,0.666667,0.466667,0.666667,0.8,0.133333,0.4,W
28,0.4,0.6,0.533333,0.466667,0.4,0.533333,0.4,0.4,0.466667,0.466667,0.466667,0.6,0.4,0.533333,0.266667,0.533333,H
29,0.2,0.4,0.266667,0.266667,0.133333,0.4,0.4,0.333333,0.333333,0.4,0.4,0.6,0.133333,0.533333,0.266667,0.533333,G
30,0.133333,0.2,0.2,0.266667,0.066667,0.0,0.066667,0.333333,0.4,0.0,0.0,0.4,0.0,0.533333,0.0,0.533333,L
31,0.066667,0.2,0.2,0.066667,0.066667,0.4,0.266667,0.066667,0.466667,0.533333,0.2,0.666667,0.0,0.466667,0.133333,0.6,L
32,0.533333,0.8,0.533333,0.4,0.266667,0.2,0.666667,0.266667,0.466667,0.8,0.733333,0.6,0.2,0.466667,0.2,0.266667,X
33,0.333333,0.6,0.466667,0.466667,0.666667,0.6,0.533333,0.266667,0.266667,0.4,0.533333,0.4,0.4,0.733333,0.533333,0.466667,B
34,0.4,0.6,0.6,0.466667,0.4,0.333333,0.4,0.2,0.333333,0.666667,0.6,0.6,0.533333,0.333333,0.133333,0.466667,M
35,0.266667,0.466667,0.4,0.333333,0.2,0.4,0.4,0.4,0.533333,0.4,0.333333,0.6,0.2,0.666667,0.266667,0.533333,G
36,0.266667,0.466667,0.333333,0.333333,0.2,0.466667,0.466667,0.533333,0.4,0.466667,0.4,0.533333,0.2,0.533333,0.2,0.533333,O
37,0.2,0.4,0.266667,0.266667,0.133333,0.266667,0.933333,0.533333,0.066667,0.733333,0.4,0.2,0.0,0.666667,0.266667,0.533333,P
38,0.266667,0.6,0.333333,0.4,0.4,0.533333,0.333333,0.266667,0.2,0.466667,0.333333,0.733333,0.4,0.533333,0.333333,0.733333,G
39,0.2,0.266667,0.2,0.4,0.133333,0.2,0.533333,0.4,0.666667,0.466667,0.4,1.0,0.0,0.533333,0.466667,0.533333,E
40,0.333333,0.733333,0.533333,0.533333,0.266667,0.533333,0.533333,0.066667,0.533333,0.666667,0.333333,0.466667,0.2,0.533333,0.266667,0.533333,X
41,0.2,0.466667,0.266667,0.333333,0.266667,0.466667,0.466667,0.333333,0.533333,0.533333,0.533333,0.6,0.2,0.6,0.4,0.6,E
42,0.266667,0.4,0.466667,0.266667,0.2,0.6,0.466667,0.133333,0.533333,0.733333,0.2,0.466667,0.2,0.533333,0.266667,0.6,X
43,0.266667,0.333333,0.333333,0.533333,0.2,0.466667,0.4,0.533333,0.533333,0.4,0.4,0.666667,0.066667,0.533333,0.4,0.733333,G
44,0.466667,0.6,0.4,0.333333,0.133333,0.533333,0.666667,0.266667,0.333333,0.533333,0.666667,0.333333,0.266667,0.8,0.2,0.533333,V
45,0.266667,0.666667,0.333333,0.466667,0.333333,0.533333,0.466667,0.2,0.533333,0.333333,0.4,0.4,0.2,0.533333,0.4,0.533333,X
46,0.333333,0.6,0.4,0.466667,0.533333,0.466667,0.6,0.333333,0.2,0.466667,0.6,0.533333,0.4,0.533333,0.2,0.533333,W
47,0.066667,0.2,0.133333,0.066667,0.066667,0.466667,0.466667,0.333333,0.4,0.466667,0.333333,0.666667,0.066667,0.6,0.2,0.6,G
48,0.533333,0.666667,0.533333,0.4,0.4,0.466667,0.466667,0.2,0.333333,0.533333,0.266667,0.533333,0.4,0.4,0.466667,0.466667,R
49,0.2,0.6,0.266667,0.466667,0.133333,0.466667,0.333333,0.4,0.666667,0.333333,0.4,0.666667,0.0,0.6,0.6,0.533333,S
50,0.466667,0.733333,0.6,0.533333,0.533333,0.6,0.333333,0.4,0.266667,0.466667,0.533333,0.533333,0.2,0.6,0.533333,0.2,Y
51,0.2,0.4,0.2,0.266667,0.066667,0.066667,0.0,0.4,0.4,0.0,0.066667,0.333333,0.0,0.533333,0.0,0.533333,L
52,0.133333,0.266667,0.266667,0.2,0.133333,0.4,0.666667,0.066667,0.466667,0.533333,0.733333,0.533333,0.066667,0.733333,0.133333,0.466667,Y
53,0.266667,0.333333,0.4,0.4,0.333333,0.533333,0.666667,0.266667,0.266667,0.466667,0.466667,0.6,0.2,0.466667,0.466667,0.333333,J
54,0.266667,0.6,0.333333,0.4,0.266667,0.466667,0.533333,0.466667,0.466667,0.533333,0.266667,0.466667,0.133333,0.466667,0.6,0.533333,S
55,0.4,0.6,0.466667,0.733333,0.466667,0.533333,0.333333,0.466667,0.333333,0.6,0.4,0.6,0.2,0.533333,0.4,0.533333,Q
56,0.2,0.333333,0.333333,0.266667,0.266667,0.6,0.2,0.266667,0.2,0.533333,0.266667,0.6,0.2,0.4,0.266667,0.533333,Q
57,0.133333,0.4,0.2,0.266667,0.133333,0.4,0.466667,0.666667,0.533333,0.4,0.4,0.4,0.2,0.533333,0.2,0.533333,D
58,0.4,0.666667,0.266667,0.333333,0.133333,0.4,0.6,0.4,0.4,0.733333,0.466667,0.466667,0.133333,0.6,0.333333,0.6,C
59,0.333333,0.666667,0.4,0.533333,0.333333,0.6,0.2,0.133333,0.4,0.6,0.133333,0.6,0.133333,0.333333,0.2,0.6,L
60,0.2,0.2,0.2,0.333333,0.133333,0.466667,0.466667,0.866667,0.133333,0.333333,0.4,0.533333,0.333333,0.533333,0.0,0.533333,N
61,0.133333,0.2,0.2,0.066667,0.066667,0.333333,0.6,0.266667,0.4,0.733333,0.6,0.733333,0.066667,0.6,0.133333,0.533333,C
62,0.4,0.6,0.266667,0.266667,0.133333,0.466667,0.466667,0.266667,0.466667,0.666667,0.4,0.666667,0.066667,0.6,0.466667,0.6,E
63,0.266667,0.6,0.333333,0.4,0.333333,0.466667,0.4,0.2,0.333333,0.4,0.4,0.6,0.133333,0.533333,0.533333,0.533333,X
64,0.2,0.2,0.266667,0.066667,0.133333,0.533333,0.466667,0.333333,0.4,0.466667,0.4,0.533333,0.333333,0.533333,0.2,0.466667,H
65,0.133333,0.2,0.133333,0.266667,0.066667,0.0,0.066667,0.333333,0.4,0.0,0.0,0.4,0.0,0.533333,0.0,0.533333,L
66,0.2,0.333333,0.333333,0.266667,0.2,0.466667,0.533333,0.2,0.4,0.666667,0.4,0.533333,0.2,0.533333,0.2,0.533333,H
67,0.133333,0.2,0.2,0.133333,0.133333,0.466667,0.466667,0.333333,0.466667,0.466667,0.4,0.533333,0.133333,0.533333,0.333333,0.666667,E
68,0.333333,0.666667,0.4,0.466667,0.4,0.6,0.4,0.4,0.266667,0.466667,0.533333,0.466667,0.4,0.6,0.533333,0.2,Y
69,0.533333,0.8,0.533333,0.4,0.266667,0.6,0.533333,0.266667,0.333333,0.533333,0.266667,0.333333,0.4,0.6,0.333333,0.6,H
70,0.333333,0.666667,0.333333,0.333333,0.266667,0.6,0.4,0.333333,0.4,0.666667,0.4,0.466667,0.266667,0.533333,0.6,0.6,Q
71,0.2,0.533333,0.333333,0.466667,0.2,0.533333,0.466667,0.6,0.4,0.4,0.4,0.6,0.2,0.533333,0.333333,0.6,Q
72,0.266667,0.4,0.4,0.266667,0.333333,0.533333,0.333333,0.4,0.266667,0.4,0.466667,0.666667,0.266667,0.466667,0.333333,0.6,Q
73,0.133333,0.533333,0.2,0.4,0.066667,0.866667,0.2,0.533333,0.266667,0.866667,0.2,0.733333,0.066667,0.4,0.0,0.533333,J
75,0.266667,0.333333,0.333333,0.266667,0.2,0.466667,0.466667,0.466667,0.466667,0.466667,0.4,0.333333,0.133333,0.533333,0.2,0.466667,D
76,0.133333,0.4,0.266667,0.266667,0.2,0.4,0.466667,0.333333,0.333333,0.4,0.333333,0.466667,0.2,0.466667,0.333333,0.533333,R
77,0.266667,0.333333,0.466667,0.266667,0.266667,0.4,0.4,0.2,0.266667,0.6,0.6,0.666667,0.466667,0.333333,0.133333,0.533333,M
78,0.2,0.466667,0.333333,0.333333,0.2,0.8,0.133333,0.2,0.133333,0.666667,0.133333,0.6,0.133333,0.4,0.2,0.533333,A
79,0.2,0.333333,0.266667,0.266667,0.133333,0.466667,0.533333,0.333333,0.266667,0.466667,0.466667,0.466667,0.4,0.6,0.133333,0.333333,N
80,0.4,0.666667,0.6,0.466667,0.533333,0.2,0.466667,0.266667,0.333333,0.666667,0.733333,0.666667,0.466667,0.6,0.2,0.466667,M
81,0.533333,0.933333,0.466667,0.533333,0.266667,0.333333,0.666667,0.4,0.2,0.8,0.333333,0.266667,0.266667,0.666667,0.266667,0.533333,P
82,0.4,0.8,0.333333,0.466667,0.266667,0.533333,0.333333,0.266667,0.2,0.6,0.6,0.733333,0.266667,0.6,0.533333,0.666667,C
84,0.133333,0.2,0.2,0.066667,0.066667,0.333333,0.6,0.2,0.2,0.666667,0.533333,0.533333,0.266667,0.533333,0.0,0.533333,N
85,0.2,0.266667,0.266667,0.2,0.133333,0.6,0.666667,0.2,0.133333,0.333333,0.6,0.466667,0.4,0.733333,0.0,0.533333,W
86,0.2,0.533333,0.333333,0.4,0.4,0.533333,0.466667,0.266667,0.066667,0.533333,0.466667,0.533333,0.333333,0.666667,0.266667,0.466667,V
87,0.4,0.6,0.6,0.533333,0.666667,0.533333,0.466667,0.333333,0.333333,0.466667,0.4,0.533333,0.533333,0.6,0.6,0.2,V
88,0.4,0.466667,0.6,0.333333,0.466667,0.266667,0.466667,0.2,0.333333,0.666667,0.666667,0.733333,0.533333,0.4,0.2,0.466667,M
89,0.266667,0.533333,0.333333,0.4,0.266667,0.466667,0.466667,0.266667,0.533333,0.733333,0.533333,0.6,0.133333,0.6,0.333333,0.466667,E
90,0.4,0.733333,0.533333,0.533333,0.6,0.333333,0.533333,0.2,0.266667,0.533333,0.533333,0.6,0.466667,0.6,0.333333,0.266667,N
91,0.533333,0.666667,0.533333,0.466667,0.266667,0.2,0.666667,0.2,0.466667,0.733333,0.8,0.4,0.066667,0.733333,0.2,0.333333,Y
92,0.266667,0.533333,0.333333,0.4,0.2,0.4,0.533333,0.266667,0.066667,0.466667,0.533333,0.533333,0.533333,0.6,0.0,0.533333,W
93,0.4,0.466667,0.533333,0.4,0.4,0.4,0.4,0.333333,0.4,0.533333,0.333333,0.533333,0.2,0.4,0.333333,0.4,O
94,0.266667,0.266667,0.266667,0.4,0.133333,0.466667,0.466667,0.933333,0.133333,0.333333,0.4,0.533333,0.4,0.533333,0.0,0.533333,N
96,0.266667,0.466667,0.333333,0.333333,0.2,0.533333,0.466667,0.533333,0.333333,0.666667,0.4,0.533333,0.2,0.533333,0.2,0.533333,O
97,0.266667,0.533333,0.333333,0.4,0.266667,0.466667,0.466667,0.6,0.266667,0.4,0.266667,0.4,0.2,0.466667,0.2,0.533333,N
98,0.266667,0.6,0.333333,0.4,0.133333,0.466667,0.4,1.0,0.066667,0.466667,0.466667,0.533333,0.2,0.533333,0.0,0.533333,H
99,0.466667,0.733333,0.533333,0.6,0.266667,0.2,0.6,0.4,0.466667,0.733333,0.733333,0.666667,0.2,0.6,0.133333,0.4,U
100,0.133333,0.466667,0.2,0.333333,0.066667,0.4,0.666667,0.0,0.2,0.466667,0.733333,0.533333,0.066667,0.733333,0.0,0.533333,Y
101,0.4,0.533333,0.466667,0.4,0.266667,0.4,0.6,0.266667,0.533333,0.733333,0.466667,0.4,0.133333,0.533333,0.333333,0.333333,S
102,0.333333,0.6,0.4,0.466667,0.333333,0.466667,0.466667,0.466667,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.6,0.533333,S
103,0.133333,0.2,0.133333,0.133333,0.066667,0.466667,0.733333,0.133333,0.4,0.466667,0.666667,0.533333,0.066667,0.733333,0.066667,0.466667,T
104,0.133333,0.2,0.2,0.133333,0.066667,0.266667,0.466667,0.266667,0.4,0.666667,0.6,0.866667,0.066667,0.6,0.133333,0.466667,C
105,0.266667,0.666667,0.466667,0.466667,0.133333,0.6,0.533333,0.333333,0.2,0.333333,0.933333,0.533333,0.2,0.6,0.0,0.533333,V
106,0.333333,0.533333,0.333333,0.4,0.2,0.4,0.8,0.266667,0.466667,0.8,0.6,0.266667,0.133333,0.8,0.133333,0.266667,T
107,0.466667,0.8,0.4,0.4,0.2,0.466667,0.533333,0.133333,0.466667,0.6,0.466667,0.533333,0.333333,0.533333,0.2,0.466667,K
108,0.2,0.533333,0.266667,0.4,0.266667,0.466667,0.533333,0.466667,0.4,0.466667,0.466667,0.333333,0.2,0.533333,0.2,0.466667,D
109,0.133333,0.066667,0.2,0.066667,0.066667,0.466667,0.533333,0.266667,0.0,0.466667,0.533333,0.533333,0.4,0.666667,0.0,0.533333,W
110,0.133333,0.6,0.2,0.466667,0.133333,0.533333,0.466667,0.0,0.466667,0.866667,0.4,0.6,0.0,0.533333,0.066667,0.533333,I
111,0.2,0.533333,0.2,0.4,0.133333,0.2,0.466667,0.4,0.666667,0.466667,0.4,0.933333,0.0,0.533333,0.466667,0.533333,E
112,0.4,0.6,0.533333,0.466667,0.266667,0.4,0.8,0.4,0.4,0.866667,0.466667,0.2,0.133333,0.6,0.133333,0.333333,F
113,0.2,0.6,0.266667,0.466667,0.2,0.466667,0.466667,0.0,0.466667,0.866667,0.4,0.533333,0.0,0.533333,0.066667,0.533333,I
114,0.333333,0.666667,0.466667,0.533333,0.533333,0.466667,0.466667,0.4,0.4,0.466667,0.4,0.6,0.2,0.533333,0.266667,0.533333,H
115,0.266667,0.466667,0.266667,0.333333,0.133333,0.466667,0.333333,0.866667,0.333333,0.466667,0.933333,0.466667,0.2,0.6,0.0,0.533333,U
116,0.133333,0.2,0.2,0.133333,0.066667,0.4,0.533333,0.466667,0.466667,0.6,0.466667,0.8,0.066667,0.666667,0.2,0.6,C
117,0.333333,0.6,0.4,0.466667,0.466667,0.466667,0.4,0.4,0.266667,0.466667,0.466667,0.533333,0.333333,0.666667,0.6,0.8,F
118,0.2,0.533333,0.333333,0.4,0.2,0.6,0.133333,0.133333,0.2,0.533333,0.133333,0.533333,0.133333,0.4,0.2,0.466667,A
119,0.2,0.466667,0.333333,0.333333,0.2,0.466667,0.533333,0.133333,0.6,0.733333,0.466667,0.466667,0.066667,0.533333,0.4,0.466667,Z
120,0.2,0.466667,0.333333,0.333333,0.133333,0.666667,0.333333,0.133333,0.533333,0.666667,0.066667,0.466667,0.2,0.466667,0.2,0.666667,X
121,0.2,0.2,0.333333,0.133333,0.133333,0.333333,0.666667,0.2,0.266667,0.666667,0.533333,0.466667,0.333333,0.533333,0.066667,0.533333,N
123,0.2,0.2,0.2,0.266667,0.2,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.333333,0.533333,0.333333,0.666667,B
124,0.333333,0.6,0.466667,0.466667,0.466667,0.533333,0.533333,0.2,0.4,0.666667,0.333333,0.4,0.2,0.466667,0.4,0.533333,B
125,0.333333,0.4,0.333333,0.266667,0.133333,0.333333,0.533333,0.4,0.533333,0.6,0.533333,0.533333,0.2,0.6,0.133333,0.333333,U
127,0.2,0.466667,0.266667,0.333333,0.133333,0.066667,0.733333,0.266667,0.266667,0.733333,0.733333,0.533333,0.0,0.533333,0.133333,0.466667,F
128,0.4,0.533333,0.6,0.4,0.4,0.733333,0.4,0.133333,0.333333,0.6,0.2,0.4,0.6,0.466667,0.133333,0.6,M
129,0.066667,0.066667,0.133333,0.066667,0.066667,0.466667,0.466667,0.8,0.066667,0.466667,0.4,0.533333,0.2,0.533333,0.0,0.533333,H
130,0.133333,0.066667,0.266667,0.133333,0.066667,0.533333,0.066667,0.133333,0.133333,0.466667,0.133333,0.533333,0.133333,0.333333,0.133333,0.466667,A
131,0.333333,0.666667,0.266667,0.333333,0.2,0.4,0.4,0.4,0.133333,0.6,0.4,0.6,0.333333,0.6,0.266667,0.533333,O
132,0.066667,0.0,0.066667,0.066667,0.066667,0.266667,0.466667,0.333333,0.533333,0.466667,0.4,0.866667,0.0,0.533333,0.4,0.666667,E
133,0.2,0.2,0.2,0.066667,0.066667,0.333333,0.533333,0.333333,0.466667,0.666667,0.6,0.533333,0.2,0.666667,0.133333,0.4,U
134,0.2,0.466667,0.333333,0.333333,0.2,0.666667,0.266667,0.066667,0.133333,0.533333,0.2,0.6,0.133333,0.266667,0.133333,0.466667,A
135,0.266667,0.533333,0.333333,0.4,0.2,0.333333,0.533333,0.066667,0.533333,0.666667,0.6,0.6,0.133333,0.6,0.2,0.4,X
136,0.333333,0.533333,0.466667,0.4,0.266667,0.533333,0.533333,0.266667,0.6,0.733333,0.2,0.533333,0.133333,0.4,0.266667,0.6,S
137,0.066667,0.2,0.133333,0.133333,0.066667,0.666667,0.466667,0.066667,0.333333,0.733333,0.266667,0.533333,0.0,0.466667,0.0,0.466667,J
138,0.333333,0.733333,0.533333,0.533333,0.333333,0.4,0.466667,0.133333,0.466667,0.666667,0.466667,0.666667,0.266667,0.533333,0.266667,0.533333,K
139,0.133333,0.4,0.133333,0.266667,0.066667,0.6,0.333333,0.0,0.4,0.866667,0.333333,0.6,0.0,0.533333,0.066667,0.533333,I
140,0.466667,0.733333,0.666667,0.533333,0.4,0.4,0.733333,0.2,0.4,0.866667,0.4,0.2,0.0,0.666667,0.2,0.533333,P
141,0.133333,0.066667,0.133333,0.066667,0.0,0.533333,1.0,0.066667,0.266667,0.4,0.666667,0.533333,0.0,0.533333,0.0,0.533333,T
142,0.066667,0.066667,0.133333,0.133333,0.066667,0.4,0.533333,0.4,0.4,0.6,0.466667,0.8,0.066667,0.6,0.2,0.666667,C
143,0.266667,0.6,0.266667,0.466667,0.266667,0.466667,0.533333,0.866667,0.066667,0.466667,0.333333,0.533333,0.2,0.533333,0.0,0.533333,H
144,0.133333,0.266667,0.266667,0.2,0.133333,0.666667,0.133333,0.133333,0.133333,0.6,0.133333,0.6,0.133333,0.466667,0.2,0.6,A
145,0.4,0.733333,0.6,0.533333,0.733333,0.466667,0.466667,0.2,0.4,0.4,0.466667,0.733333,0.4,0.733333,0.6,0.466667,L
146,0.2,0.4,0.266667,0.266667,0.2,0.466667,0.8,0.266667,0.4,0.466667,0.733333,0.533333,0.133333,0.8,0.066667,0.466667,T
147,0.133333,0.533333,0.266667,0.4,0.133333,0.8,0.133333,0.266667,0.2,0.733333,0.133333,0.666667,0.2,0.4,0.2,0.6,A
148,0.2,0.6,0.333333,0.466667,0.2,0.533333,0.6,0.266667,0.066667,0.4,0.8,0.533333,0.133333,0.666667,0.0,0.533333,V
149,0.333333,0.466667,0.4,0.333333,0.333333,0.533333,0.533333,0.533333,0.333333,0.4,0.466667,0.6,0.266667,0.533333,0.266667,0.333333,U
150,0.133333,0.6,0.133333,0.4,0.2,0.466667,0.466667,0.0,0.466667,0.466667,0.4,0.533333,0.0,0.533333,0.133333,0.533333,I
151,0.533333,0.933333,0.533333,0.533333,0.333333,0.533333,0.333333,0.133333,0.6,0.8,0.4,0.6,0.2,0.466667,0.4,0.466667,Z
152,0.266667,0.466667,0.4,0.333333,0.4,0.533333,0.533333,0.266667,0.133333,0.533333,0.466667,0.533333,0.466667,0.733333,0.333333,0.533333,V
153,0.333333,0.6,0.466667,0.4,0.466667,0.6,0.466667,0.333333,0.333333,0.4,0.466667,0.4,0.666667,0.466667,0.266667,0.4,M
154,0.266667,0.533333,0.4,0.4,0.266667,0.4,0.333333,0.133333,0.533333,0.466667,0.133333,0.533333,0.066667,0.4,0.2,0.466667,L
155,0.2,0.2,0.333333,0.333333,0.133333,0.6,0.4,0.6,0.466667,0.466667,0.333333,0.666667,0.2,0.533333,0.266667,0.533333,O
156,0.266667,0.133333,0.333333,0.266667,0.266667,0.466667,0.466667,0.333333,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.466667,0.666667,B
157,0.533333,1.0,0.466667,0.533333,0.266667,0.533333,0.133333,0.2,0.133333,0.533333,0.333333,0.8,0.333333,0.266667,0.333333,0.333333,A
158,0.4,0.6,0.6,0.4,0.466667,0.6,0.4,0.066667,0.466667,0.666667,0.2,0.533333,0.2,0.466667,0.2,0.6,K
159,0.2,0.466667,0.266667,0.333333,0.266667,0.466667,0.466667,0.333333,0.4,0.466667,0.4,0.533333,0.2,0.533333,0.2,0.533333,H
160,0.466667,0.6,0.466667,0.466667,0.333333,0.4,0.666667,0.066667,0.533333,0.733333,0.6,0.333333,0.133333,0.6,0.2,0.266667,T
161,0.4,0.333333,0.466667,0.266667,0.266667,0.266667,0.733333,0.133333,0.133333,0.6,0.6,0.533333,0.466667,0.733333,0.066667,0.466667,W
162,0.2,0.533333,0.2,0.333333,0.066667,0.066667,0.8,0.266667,0.333333,0.8,0.733333,0.533333,0.0,0.533333,0.133333,0.4,F
163,0.2,0.2,0.333333,0.266667,0.066667,0.466667,0.4,0.2,0.0,0.466667,0.0,0.533333,0.133333,0.466667,0.066667,0.533333,A
164,0.2,0.533333,0.2,0.4,0.2,0.2,0.4,0.333333,0.6,0.333333,0.266667,0.866667,0.0,0.533333,0.4,0.6,E
165,0.266667,0.6,0.333333,0.466667,0.266667,0.466667,0.466667,0.8,0.066667,0.466667,0.6,0.533333,0.533333,0.4,0.0,0.533333,M
166,0.266667,0.6,0.333333,0.466667,0.4,0.466667,0.533333,0.6,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.533333,0.666667,B
168,0.4,0.6,0.4,0.466667,0.266667,0.333333,0.533333,0.0,0.533333,0.533333,0.6,0.333333,0.133333,0.733333,0.266667,0.266667,Y
169,0.266667,0.6,0.4,0.466667,0.2,0.4,0.8,0.2,0.266667,0.466667,0.8,0.6,0.2,0.666667,0.066667,0.533333,V
170,0.133333,0.533333,0.2,0.4,0.2,0.533333,0.533333,0.466667,0.4,0.466667,0.266667,0.4,0.133333,0.466667,0.533333,0.533333,S
171,0.133333,0.066667,0.133333,0.133333,0.066667,0.4,0.533333,0.466667,0.466667,0.533333,0.466667,0.8,0.066667,0.6,0.266667,0.666667,C
172,0.266667,0.6,0.4,0.4,0.533333,0.466667,0.466667,0.4,0.2,0.466667,0.4,0.466667,0.533333,0.466667,0.6,0.6,H
173,0.333333,0.533333,0.333333,0.4,0.266667,0.533333,0.4,0.733333,0.266667,0.533333,0.866667,0.466667,0.2,0.6,0.0,0.533333,U
174,0.4,0.666667,0.4,0.4,0.266667,0.466667,0.666667,0.333333,0.133333,0.733333,0.333333,0.266667,0.266667,0.733333,0.333333,0.466667,P
175,0.2,0.533333,0.266667,0.4,0.133333,0.466667,0.466667,0.266667,0.866667,0.666667,0.4,0.533333,0.0,0.533333,0.533333,0.533333,Z
176,0.2,0.266667,0.333333,0.133333,0.133333,0.466667,0.466667,0.133333,0.533333,0.733333,0.466667,0.6,0.133333,0.533333,0.266667,0.533333,E
177,0.333333,0.6,0.466667,0.4,0.266667,0.266667,0.666667,0.2,0.266667,0.6,0.666667,0.6,0.333333,0.533333,0.066667,0.533333,N
178,0.4,0.666667,0.333333,0.4,0.2,0.333333,0.6,0.4,0.2,0.666667,0.333333,0.4,0.333333,0.6,0.266667,0.466667,P
179,0.266667,0.333333,0.333333,0.266667,0.266667,0.466667,0.466667,0.4,0.4,0.466667,0.4,0.466667,0.2,0.533333,0.2,0.4,H
180,0.4,0.733333,0.4,0.533333,0.333333,0.4,0.733333,0.2,0.466667,0.733333,0.6,0.333333,0.133333,0.8,0.133333,0.266667,T
181,0.333333,0.333333,0.333333,0.533333,0.266667,0.466667,0.6,0.666667,0.533333,0.466667,0.333333,0.466667,0.133333,0.533333,0.6,0.666667,B
182,0.333333,0.666667,0.4,0.466667,0.133333,0.466667,0.266667,0.933333,0.4,0.466667,1.0,0.533333,0.2,0.6,0.0,0.533333,U
183,0.2,0.266667,0.266667,0.4,0.133333,0.533333,0.533333,0.4,0.6,0.333333,0.333333,0.333333,0.0,0.533333,0.6,0.466667,S
